,IDSV,IDMON,DIEM
977,20.0,10.0,3.5
978,20.0,11.0,3.5
979,20.0,12.0,4.5
980,20.0,13.0,3.5
981,20.0,14.0,3.5
982,20.0,15.0,3.75
983,20.0,17.0,3.9
984,20.0,18.0,2.9
985,20.0,19.0,3.75
986,20.0,20.0,2.65
987,20.0,21.0,3.4
988,20.0,22.0,4.05
989,20.0,23.0,3.3
990,20.0,24.0,4.05
991,20.0,25.0,3.5
992,20.0,26.0,3.5
993,20.0,27.0,3.75
994,20.0,28.0,3.15
995,20.0,29.0,3.15
996,20.0,30.0,2.8
997,20.0,31.0,2.65
998,20.0,32.0,3.35
999,20.0,33.0,3.5
1000,20.0,34.0,3.3
1001,20.0,35.0,3.3
1002,20.0,36.0,3.85
1003,20.0,37.0,4.35
1004,20.0,38.0,2.95
1005,20.0,39.0,3.75
1006,20.0,40.0,3.5
1007,20.0,41.0,2.5
1008,20.0,42.0,2.65
1009,20.0,43.0,2.95
1010,20.0,44.0,4.5
1011,20.0,45.0,3.75
1012,20.0,46.0,3.7
1013,20.0,47.0,4.15
1014,20.0,48.0,4.75
1015,20.0,49.0,4.1
1016,20.0,51.0,4.75
1017,21.0,0.0,3.0
1018,21.0,1.0,3.5
1019,21.0,2.0,3.5
1020,21.0,3.0,3.5
1021,21.0,4.0,3.65
1022,21.0,6.0,4.15
1023,21.0,7.0,3.05
1024,21.0,8.0,3.5
1025,21.0,9.0,4.0
1026,21.0,10.0,3.0
1027,21.0,11.0,3.5
1028,21.0,12.0,4.0
1029,21.0,13.0,3.0
1030,21.0,14.0,3.0
1031,21.0,15.0,3.25
1032,21.0,17.0,3.65
1033,21.0,18.0,2.75
1034,21.0,19.0,3.0
1035,21.0,20.0,3.25
1036,21.0,21.0,3.0
1037,21.0,22.0,3.05
1038,21.0,23.0,3.55
1039,21.0,24.0,3.7
1040,21.0,25.0,3.9
1041,21.0,26.0,3.65
1042,21.0,27.0,3.75
1043,21.0,29.0,3.65
1044,21.0,30.0,2.6
1045,21.0,31.0,3.5
1046,21.0,32.0,3.7
1047,21.0,33.0,3.65
1048,21.0,34.0,2.95
1049,21.0,35.0,3.1
1050,21.0,36.0,3.8
1051,21.0,37.0,3.0
1052,21.0,38.0,3.15
1053,21.0,39.0,3.5
1054,21.0,40.0,3.1
1055,21.0,41.0,2.55
1056,21.0,42.0,3.85
1057,21.0,43.0,2.75
1058,21.0,44.0,3.85
1059,21.0,45.0,3.5
1060,21.0,46.0,3.35
1061,21.0,47.0,4.15
1062,21.0,48.0,4.5
1063,21.0,49.0,4.0
1064,21.0,51.0,4.75
1065,22.0,0.0,3.0
1066,22.0,1.0,3.0
1067,22.0,2.0,3.5
1068,22.0,3.0,4.0
1069,22.0,4.0,4.0
1070,22.0,6.0,4.0
1071,22.0,7.0,3.0
1072,22.0,8.0,4.0
1073,22.0,9.0,4.0
1074,22.0,10.0,3.5
1075,22.0,11.0,3.5
1076,22.0,12.0,4.5
1077,22.0,13.0,3.0
1078,22.0,14.0,3.5
1079,22.0,15.0,3.9
1080,22.0,17.0,3.5
1081,22.0,18.0,2.75
1082,22.0,19.0,3.25
1083,22.0,20.0,2.5
1084,22.0,21.0,3.4
1085,22.0,22.0,3.95
1086,22.0,23.0,3.65
1087,22.0,24.0,4.0
1088,22.0,25.0,3.95
1089,22.0,26.0,3.0
1090,22.0,27.0,3.75
1091,22.0,28.0,4.15
1092,22.0,29.0,3.25
1093,22.0,30.0,2.5
1094,22.0,31.0,3.15
1095,22.0,32.0,3.95
1096,22.0,33.0,2.65
1097,22.0,34.0,3.35
1098,22.0,35.0,3.05
1099,22.0,36.0,3.6
1100,22.0,37.0,3.15
1101,22.0,38.0,3.2
1102,22.0,39.0,4.5
1103,22.0,40.0,3.35
1104,22.0,41.0,3.8
1105,22.0,42.0,5.0
1106,22.0,43.0,3.05
1107,22.0,44.0,4.5
1108,22.0,45.0,5.0
1109,22.0,46.0,3.85
1110,22.0,47.0,4.15
1111,22.0,48.0,4.15
1112,22.0,49.0,3.9
1113,22.0,51.0,5.0
1114,23.0,0.0,3.5
1115,23.0,1.0,3.5
1116,23.0,2.0,4.5
1117,23.0,3.0,3.5
1118,23.0,4.0,3.5
1119,23.0,5.0,3.5
1120,23.0,6.0,3.0
1121,23.0,7.0,2.5
1122,23.0,8.0,4.5
1123,23.0,9.0,3.5
1124,23.0,10.0,3.0
1125,23.0,11.0,3.5
1126,23.0,12.0,4.5
1127,23.0,13.0,3.0
1128,23.0,14.0,3.5
1129,23.0,15.0,3.25
1130,23.0,17.0,4.5
1131,23.0,18.0,3.0
1132,23.0,19.0,3.4
1133,23.0,20.0,2.75
1134,23.0,21.0,2.75
1135,23.0,22.0,3.9
1136,23.0,23.0,3.05
1137,23.0,24.0,3.8
1138,23.0,25.0,4.4
1139,23.0,26.0,3.45
1140,23.0,27.0,2.5
1141,23.0,28.0,2.9
1142,23.0,29.0,3.25
1143,23.0,30.0,3.0
1144,23.0,31.0,2.8
1145,23.0,32.0,3.15
1146,23.0,33.0,2.65
1147,23.0,34.0,3.2
1148,23.0,35.0,2.95
1149,23.0,36.0,2.75
1150,23.0,37.0,4.35
1151,23.0,38.0,3.65
1152,23.0,39.0,3.5
1153,23.0,40.0,3.05
1154,23.0,41.0,2.95
1155,23.0,42.0,3.0
1156,23.0,43.0,3.05
1157,23.0,44.0,3.85
1158,23.0,45.0,4.25
1159,23.0,46.0,3.7
1160,23.0,47.0,4.0
1161,23.0,48.0,4.85
1162,23.0,49.0,4.2
1163,23.0,51.0,4.75
1164,24.0,0.0,4.5
1165,24.0,1.0,3.0
1166,24.0,2.0,4.5
1167,24.0,3.0,3.5
1168,24.0,4.0,3.0
1169,24.0,5.0,4.0
1170,24.0,6.0,4.0
1171,24.0,7.0,3.0
1172,24.0,8.0,4.0
1173,24.0,9.0,4.0
1174,24.0,10.0,3.5
1175,24.0,11.0,3.0
1176,24.0,12.0,5.0
1177,24.0,13.0,3.5
1178,24.0,14.0,3.0
1179,24.0,15.0,4.25
1180,24.0,17.0,3.75
1181,24.0,18.0,4.0
1182,24.0,19.0,3.75
1183,24.0,20.0,4.0
1184,24.0,21.0,3.0
1185,24.0,22.0,3.9
1186,24.0,23.0,3.7
1187,24.0,24.0,3.45
1188,24.0,25.0,4.75
1189,24.0,26.0,4.0
1190,24.0,27.0,4.15
1191,24.0,28.0,4.9
1192,24.0,29.0,3.5
1193,24.0,30.0,3.6
1194,24.0,31.0,4.0
1195,24.0,32.0,4.65
1196,24.0,33.0,2.45
1197,24.0,34.0,3.65
1198,24.0,35.0,4.25
1199,24.0,36.0,3.1
1200,24.0,37.0,3.65
1201,24.0,38.0,5.0
1202,24.0,39.0,4.35
1203,24.0,40.0,3.4
1204,24.0,41.0,3.35
1205,24.0,42.0,3.65
1206,24.0,43.0,3.25
1207,24.0,44.0,3.15
1208,24.0,45.0,4.5
1209,24.0,46.0,3.3
1210,24.0,47.0,4.35
1211,24.0,50.0,4.5
1212,24.0,51.0,5.0
1213,25.0,0.0,4.5
1214,25.0,1.0,3.5
1215,25.0,2.0,3.5
1216,25.0,3.0,3.5
1217,25.0,4.0,3.0
1218,25.0,5.0,2.5
1219,25.0,6.0,1.5
1220,25.0,7.0,2.5
1221,25.0,8.0,4.0
1222,25.0,9.0,3.5
1223,25.0,10.0,3.5
1224,25.0,11.0,3.0
1225,25.0,12.0,4.0
1226,25.0,13.0,2.5
1227,25.0,14.0,2.5
1228,25.0,15.0,3.5
1229,25.0,17.0,4.4
1230,25.0,18.0,2.75
1231,25.0,19.0,3.0
1232,25.0,20.0,2.5
1233,25.0,21.0,3.4
1234,25.0,22.0,2.45
1235,25.0,23.0,2.9
1236,25.0,24.0,3.15
1237,25.0,25.0,2.55
1238,25.0,26.0,3.3
1239,25.0,27.0,2.4
1240,25.0,28.0,2.65
1241,25.0,29.0,2.0
1242,25.0,30.0,2.45
1243,25.0,31.0,2.65
1244,25.0,32.0,3.85
1245,25.0,33.0,2.45
1246,25.0,34.0,2.7
1247,25.0,35.0,2.5
1248,25.0,36.0,3.7
1249,25.0,37.0,0.55
1250,25.0,38.0,0.7
1251,25.0,40.0,3.25
1252,25.0,41.0,1.6
1253,25.0,42.0,0.7
1254,25.0,43.0,1.3
1255,25.0,44.0,3.85
1256,25.0,45.0,2.5
1257,25.0,46.0,3.55
1258,25.0,47.0,3.65
1259,25.0,48.0,3.7
1260,25.0,49.0,2.25
1261,25.0,51.0,4.5
1262,26.0,0.0,3.5
1263,26.0,1.0,3.0
1264,26.0,2.0,4.0
1265,26.0,3.0,3.0
1266,26.0,4.0,4.5
1267,26.0,5.0,3.5
1268,26.0,6.0,3.0
1269,26.0,7.0,3.0
1270,26.0,8.0,4.0
1271,26.0,9.0,4.0
1272,26.0,10.0,3.5
1273,26.0,11.0,3.5
1274,26.0,12.0,4.5
1275,26.0,13.0,3.5
1276,26.0,14.0,3.0
1277,26.0,15.0,3.4
1278,26.0,17.0,3.5
1279,26.0,18.0,3.5
1280,26.0,19.0,3.5
1281,26.0,20.0,3.0
1282,26.0,21.0,3.0
1283,26.0,22.0,3.8
1284,26.0,23.0,3.65
1285,26.0,24.0,3.65
1286,26.0,25.0,4.0
1287,26.0,26.0,3.15
1288,26.0,27.0,3.15
1289,26.0,28.0,3.15
1290,26.0,29.0,3.25
1291,26.0,30.0,3.15
1292,26.0,31.0,2.65
1293,26.0,32.0,3.35
1294,26.0,33.0,3.5
1295,26.0,34.0,3.55
1296,26.0,35.0,2.9
1297,26.0,36.0,3.35
1298,26.0,37.0,3.65
1299,26.0,38.0,3.5
1300,26.0,39.0,4.1
1301,26.0,40.0,3.25
1302,26.0,41.0,4.6
1303,26.0,42.0,3.8
1304,26.0,43.0,3.75
1305,26.0,44.0,4.5
1306,26.0,45.0,4.5
1307,26.0,46.0,3.85
1308,26.0,47.0,4.0
1309,26.0,48.0,4.5
1310,26.0,49.0,4.45
1311,26.0,51.0,4.75
1312,27.0,0.0,3.0
1313,27.0,1.0,3.0
1314,27.0,2.0,3.0
1315,27.0,3.0,2.5
1316,27.0,4.0,3.0
1317,27.0,5.0,1.5
1318,27.0,6.0,2.0
1319,27.0,7.0,2.5
1320,27.0,8.0,2.5
1321,27.0,9.0,3.5
1322,27.0,10.0,2.5
1323,27.0,11.0,2.5
1324,27.0,12.0,4.0
1325,27.0,13.0,2.0
1326,27.0,14.0,2.5
1327,27.0,15.0,2.75
1328,27.0,17.0,3.0
1329,27.0,18.0,3.0
1330,27.0,19.0,3.0
1331,27.0,20.0,3.6
1332,27.0,21.0,3.5
1333,27.0,22.0,2.7
1334,27.0,23.0,2.65
1335,27.0,24.0,3.25
1336,27.0,25.0,1.0
1337,27.0,26.0,3.3
1338,27.0,27.0,3.0
1339,27.0,29.0,3.65
1340,27.0,30.0,2.5
1341,27.0,31.0,2.65
1342,27.0,32.0,3.7
1343,27.0,33.0,3.5
1344,27.0,34.0,0.6
1345,27.0,35.0,3.5
1346,27.0,36.0,2.9
1347,27.0,37.0,2.95
1348,27.0,38.0,2.6
1349,27.0,39.0,3.05
1350,27.0,40.0,2.65
1351,27.0,41.0,2.35
1352,27.0,42.0,0.7
1353,27.0,43.0,1.7
1354,27.0,44.0,3.85
1355,27.0,45.0,3.5
1356,27.0,46.0,3.35
1357,27.0,47.0,4.0
1358,27.0,48.0,3.55
1359,27.0,49.0,2.9
1360,27.0,51.0,2.5
1361,28.0,0.0,3.5
1362,28.0,1.0,3.5
1363,28.0,2.0,4.0
1364,28.0,3.0,4.0
1365,28.0,4.0,3.0
1366,28.0,5.0,2.5
1367,28.0,6.0,2.5
1368,28.0,7.0,2.5
1369,28.0,8.0,4.0
1370,28.0,9.0,4.0
1371,28.0,10.0,3.5
1372,28.0,11.0,3.0
1373,28.0,12.0,4.0
1374,28.0,13.0,3.0
1375,28.0,14.0,3.0
1376,28.0,15.0,3.4
1377,28.0,17.0,3.5
1378,28.0,18.0,2.9
1379,28.0,19.0,3.65
1380,28.0,20.0,2.75
1381,28.0,21.0,3.4
1382,28.0,22.0,3.65
1383,28.0,23.0,3.55
1384,28.0,24.0,4.0
1385,28.0,25.0,3.45
1386,28.0,26.0,3.05
1387,28.0,27.0,3.5
1388,28.0,28.0,3.15
1389,28.0,29.0,2.65
1390,28.0,30.0,2.5
1391,28.0,31.0,2.65
1392,28.0,32.0,3.15
1393,28.0,33.0,3.5
1394,28.0,34.0,2.5
1395,28.0,35.0,2.9
1396,28.0,36.0,3.1
1397,28.0,37.0,4.3
1398,28.0,38.0,2.55
1399,28.0,39.0,3.05
1400,28.0,40.0,3.25
1401,28.0,41.0,3.3
1402,28.0,42.0,2.65
1403,28.0,43.0,2.5
1404,28.0,44.0,2.8
1405,28.0,45.0,3.5
1406,28.0,46.0,4.2
1407,28.0,47.0,4.0
1408,28.0,48.0,3.9
1409,28.0,49.0,3.35
1410,28.0,51.0,2.5
1411,29.0,0.0,3.5
1412,29.0,1.0,3.0
1413,29.0,2.0,4.0
1414,29.0,3.0,3.5
1415,29.0,4.0,3.0
1416,29.0,6.0,2.5
1417,29.0,7.0,3.0
1418,29.0,8.0,3.5
1419,29.0,9.0,4.0
1420,29.0,10.0,3.0
1421,29.0,11.0,3.0
1422,29.0,12.0,3.5
1423,29.0,13.0,2.5
1424,29.0,14.0,3.0
1425,29.0,15.0,3.15
1426,29.0,17.0,3.5
1427,29.0,18.0,2.75
1428,29.0,19.0,3.25
1429,29.0,20.0,3.0
1430,29.0,21.0,3.75
1431,29.0,22.0,3.3
1432,29.0,23.0,3.1
1433,29.0,24.0,3.65
1434,29.0,25.0,3.75
1435,29.0,26.0,2.5
1436,29.0,27.0,3.75
1437,29.0,28.0,2.5
1438,29.0,29.0,3.5
1439,29.0,30.0,2.75
1440,29.0,31.0,3.0
1441,29.0,32.0,3.7
1442,29.0,33.0,2.65
1443,29.0,34.0,2.6
1444,29.0,35.0,2.7
1445,29.0,36.0,2.8
1446,29.0,37.0,3.2
1447,29.0,38.0,2.6
1448,29.0,39.0,3.05
1449,29.0,40.0,3.25
1450,29.0,41.0,3.3
1451,29.0,42.0,3.3
1452,29.0,43.0,3.25
1453,29.0,44.0,4.5
1454,29.0,45.0,4.0
1455,29.0,46.0,3.85
1456,29.0,47.0,3.85
1457,29.0,48.0,4.05
1458,29.0,49.0,3.7
1459,29.0,51.0,4.5
1460,30.0,0.0,3.5
1461,30.0,1.0,3.0
1462,30.0,2.0,4.0
1463,30.0,3.0,3.5
1464,30.0,4.0,4.0
1465,30.0,5.0,3.0
1466,30.0,6.0,2.5
1467,30.0,7.0,2.55
1468,30.0,8.0,3.0
1469,30.0,9.0,3.5
1470,30.0,10.0,3.5
1471,30.0,11.0,3.0
1472,30.0,12.0,3.5
1473,30.0,13.0,3.0
1474,30.0,14.0,2.5
1475,30.0,15.0,3.5
1476,30.0,17.0,3.65
1477,30.0,18.0,3.25
1478,30.0,19.0,3.65
1479,30.0,20.0,2.65
1480,30.0,21.0,3.75
1481,30.0,22.0,3.55
1482,30.0,23.0,2.75
1483,30.0,24.0,4.25
1484,30.0,25.0,3.55
1485,30.0,26.0,2.7
1486,30.0,27.0,3.4
1487,30.0,28.0,3.4
1488,30.0,29.0,3.15
1489,30.0,30.0,3.1
1490,30.0,31.0,2.65
1491,30.0,32.0,3.35
1492,30.0,33.0,3.5
1493,30.0,34.0,2.85
1494,30.0,35.0,2.9
1495,30.0,36.0,3.1
1496,30.0,37.0,3.75
1497,30.0,38.0,2.6
1498,30.0,39.0,4.1
1499,30.0,40.0,3.2
1500,30.0,41.0,2.55
1501,30.0,42.0,2.65
1502,30.0,43.0,2.9
1503,30.0,44.0,4.5
1504,30.0,45.0,4.25
1505,30.0,46.0,3.9
1506,30.0,47.0,3.85
1507,30.0,48.0,3.9
1508,30.0,49.0,2.75
1509,30.0,51.0,4.25
1510,31.0,0.0,3.0
1511,31.0,1.0,3.5
1512,31.0,2.0,3.5
1513,31.0,3.0,3.5
1514,31.0,4.0,3.0
1515,31.0,6.0,2.9
1516,31.0,7.0,2.5
1517,31.0,8.0,3.5
1518,31.0,9.0,4.0
1519,31.0,10.0,3.5
1520,31.0,11.0,4.0
1521,31.0,12.0,4.0
1522,31.0,13.0,3.0
1523,31.0,14.0,3.0
1524,31.0,15.0,3.5
1525,31.0,17.0,3.9
1526,31.0,18.0,2.75
1527,31.0,19.0,3.4
1528,31.0,20.0,2.75
1529,31.0,21.0,3.75
1530,31.0,22.0,3.65
1531,31.0,23.0,3.0
1532,31.0,24.0,3.75
1533,31.0,25.0,3.9
1534,31.0,26.0,2.95
1535,31.0,27.0,2.9
1536,31.0,28.0,2.5
1537,31.0,29.0,2.75
1538,31.0,30.0,2.95
1539,31.0,31.0,2.65
1540,31.0,32.0,3.0
1541,31.0,33.0,3.5
1542,31.0,34.0,2.55
1543,31.0,35.0,2.75
1544,31.0,36.0,2.8
1545,31.0,37.0,3.25
1546,31.0,38.0,2.65
1547,31.0,39.0,3.05
1548,31.0,40.0,3.5
1549,31.0,41.0,2.55
1550,31.0,42.0,3.15
1551,31.0,43.0,2.5
1552,31.0,44.0,2.8
1553,31.0,45.0,3.5
1554,31.0,46.0,4.2
1555,31.0,47.0,4.0
1556,31.0,48.0,4.2
1557,31.0,49.0,3.45
1558,31.0,51.0,2.5
