,IDSV,IDMON,DIEM
995,24.0,41.0,3.35
996,25.0,0.0,4.5
997,25.0,1.0,3.5
998,25.0,2.0,3.5
999,25.0,3.0,3.5
1000,25.0,4.0,3.0
1001,25.0,5.0,2.5
1002,25.0,6.0,1.5
1003,25.0,7.0,2.5
1004,25.0,8.0,4.0
1005,25.0,9.0,3.5
1006,25.0,10.0,3.5
1007,25.0,11.0,3.0
1008,25.0,12.0,4.0
1009,25.0,13.0,2.5
1010,25.0,14.0,2.5
1011,25.0,15.0,3.5
1012,25.0,17.0,4.4
1013,25.0,18.0,2.75
1014,25.0,19.0,3.0
1015,25.0,20.0,2.5
1016,25.0,21.0,3.4
1017,25.0,22.0,2.45
1018,25.0,23.0,2.9
1019,25.0,24.0,3.15
1020,25.0,25.0,2.55
1021,25.0,26.0,3.3
1022,25.0,27.0,2.4
1023,25.0,28.0,2.65
1024,25.0,29.0,2.0
1025,25.0,30.0,2.45
1026,25.0,31.0,2.65
1027,25.0,32.0,3.85
1028,25.0,33.0,2.45
1029,25.0,34.0,2.7
1030,25.0,35.0,2.5
1031,25.0,36.0,3.7
1032,25.0,37.0,0.55
1033,25.0,38.0,0.7
1034,25.0,40.0,3.25
1035,25.0,41.0,1.6
1036,26.0,0.0,3.5
1037,26.0,1.0,3.0
1038,26.0,2.0,4.0
1039,26.0,3.0,3.0
1040,26.0,4.0,4.5
1041,26.0,5.0,3.5
1042,26.0,6.0,3.0
1043,26.0,7.0,3.0
1044,26.0,8.0,4.0
1045,26.0,9.0,4.0
1046,26.0,10.0,3.5
1047,26.0,11.0,3.5
1048,26.0,12.0,4.5
1049,26.0,13.0,3.5
1050,26.0,14.0,3.0
1051,26.0,15.0,3.4
1052,26.0,17.0,3.5
1053,26.0,18.0,3.5
1054,26.0,19.0,3.5
1055,26.0,20.0,3.0
1056,26.0,21.0,3.0
1057,26.0,22.0,3.8
1058,26.0,23.0,3.65
1059,26.0,24.0,3.65
1060,26.0,25.0,4.0
1061,26.0,26.0,3.15
1062,26.0,27.0,3.15
1063,26.0,28.0,3.15
1064,26.0,29.0,3.25
1065,26.0,30.0,3.15
1066,26.0,31.0,2.65
1067,26.0,32.0,3.35
1068,26.0,33.0,3.5
1069,26.0,34.0,3.55
1070,26.0,35.0,2.9
1071,26.0,36.0,3.35
1072,26.0,37.0,3.65
1073,26.0,38.0,3.5
1074,26.0,39.0,4.1
1075,26.0,40.0,3.25
1076,26.0,41.0,4.6
1077,27.0,0.0,3.0
1078,27.0,1.0,3.0
1079,27.0,2.0,3.0
1080,27.0,3.0,2.5
1081,27.0,4.0,3.0
1082,27.0,5.0,1.5
1083,27.0,6.0,2.0
1084,27.0,7.0,2.5
1085,27.0,8.0,2.5
1086,27.0,9.0,3.5
1087,27.0,10.0,2.5
1088,27.0,11.0,2.5
1089,27.0,12.0,4.0
1090,27.0,13.0,2.0
1091,27.0,14.0,2.5
1092,27.0,15.0,2.75
1093,27.0,17.0,3.0
1094,27.0,18.0,3.0
1095,27.0,19.0,3.0
1096,27.0,20.0,3.6
1097,27.0,21.0,3.5
1098,27.0,22.0,2.7
1099,27.0,23.0,2.65
1100,27.0,24.0,3.25
1101,27.0,25.0,1.0
1102,27.0,26.0,3.3
1103,27.0,27.0,3.0
1104,27.0,29.0,3.65
1105,27.0,30.0,2.5
1106,27.0,31.0,2.65
1107,27.0,32.0,3.7
1108,27.0,33.0,3.5
1109,27.0,34.0,0.6
1110,27.0,35.0,3.5
1111,27.0,36.0,2.9
1112,27.0,37.0,2.95
1113,27.0,38.0,2.6
1114,27.0,39.0,3.05
1115,27.0,40.0,2.65
1116,27.0,41.0,2.35
1117,28.0,0.0,3.5
1118,28.0,1.0,3.5
1119,28.0,2.0,4.0
1120,28.0,3.0,4.0
1121,28.0,4.0,3.0
1122,28.0,5.0,2.5
1123,28.0,6.0,2.5
1124,28.0,7.0,2.5
1125,28.0,8.0,4.0
1126,28.0,9.0,4.0
1127,28.0,10.0,3.5
1128,28.0,11.0,3.0
1129,28.0,12.0,4.0
1130,28.0,13.0,3.0
1131,28.0,14.0,3.0
1132,28.0,15.0,3.4
1133,28.0,17.0,3.5
1134,28.0,18.0,2.9
1135,28.0,19.0,3.65
1136,28.0,20.0,2.75
1137,28.0,21.0,3.4
1138,28.0,22.0,3.65
1139,28.0,23.0,3.55
1140,28.0,24.0,4.0
1141,28.0,25.0,3.45
1142,28.0,26.0,3.05
1143,28.0,27.0,3.5
1144,28.0,28.0,3.15
1145,28.0,29.0,2.65
1146,28.0,30.0,2.5
1147,28.0,31.0,2.65
1148,28.0,32.0,3.15
1149,28.0,33.0,3.5
1150,28.0,34.0,2.5
1151,28.0,35.0,2.9
1152,28.0,36.0,3.1
1153,28.0,37.0,4.3
1154,28.0,38.0,2.55
1155,28.0,39.0,3.05
1156,28.0,40.0,3.25
1157,28.0,41.0,3.3
1158,29.0,0.0,3.5
1159,29.0,1.0,3.0
1160,29.0,2.0,4.0
1161,29.0,3.0,3.5
1162,29.0,4.0,3.0
1163,29.0,6.0,2.5
1164,29.0,7.0,3.0
1165,29.0,8.0,3.5
1166,29.0,9.0,4.0
1167,29.0,10.0,3.0
1168,29.0,11.0,3.0
1169,29.0,12.0,3.5
1170,29.0,13.0,2.5
1171,29.0,14.0,3.0
1172,29.0,15.0,3.15
1173,29.0,17.0,3.5
1174,29.0,18.0,2.75
1175,29.0,19.0,3.25
1176,29.0,20.0,3.0
1177,29.0,21.0,3.75
1178,29.0,22.0,3.3
1179,29.0,23.0,3.1
1180,29.0,24.0,3.65
1181,29.0,25.0,3.75
1182,29.0,26.0,2.5
1183,29.0,27.0,3.75
1184,29.0,28.0,2.5
1185,29.0,29.0,3.5
1186,29.0,30.0,2.75
1187,29.0,31.0,3.0
1188,29.0,32.0,3.7
1189,29.0,33.0,2.65
1190,29.0,34.0,2.6
1191,29.0,35.0,2.7
1192,29.0,36.0,2.8
1193,29.0,37.0,3.2
1194,29.0,38.0,2.6
1195,29.0,39.0,3.05
1196,29.0,40.0,3.25
1197,29.0,41.0,3.3
1198,30.0,0.0,3.5
1199,30.0,1.0,3.0
1200,30.0,2.0,4.0
1201,30.0,3.0,3.5
1202,30.0,4.0,4.0
1203,30.0,5.0,3.0
1204,30.0,6.0,2.5
1205,30.0,7.0,2.55
1206,30.0,8.0,3.0
1207,30.0,9.0,3.5
1208,30.0,10.0,3.5
1209,30.0,11.0,3.0
1210,30.0,12.0,3.5
1211,30.0,13.0,3.0
1212,30.0,14.0,2.5
1213,30.0,15.0,3.5
1214,30.0,17.0,3.65
1215,30.0,18.0,3.25
1216,30.0,19.0,3.65
1217,30.0,20.0,2.65
1218,30.0,21.0,3.75
1219,30.0,22.0,3.55
1220,30.0,23.0,2.75
1221,30.0,24.0,4.25
1222,30.0,25.0,3.55
1223,30.0,26.0,2.7
1224,30.0,27.0,3.4
1225,30.0,28.0,3.4
1226,30.0,29.0,3.15
1227,30.0,30.0,3.1
1228,30.0,31.0,2.65
1229,30.0,32.0,3.35
1230,30.0,33.0,3.5
1231,30.0,34.0,2.85
1232,30.0,35.0,2.9
1233,30.0,36.0,3.1
1234,30.0,37.0,3.75
1235,30.0,38.0,2.6
1236,30.0,39.0,4.1
1237,30.0,40.0,3.2
1238,30.0,41.0,2.55
1239,31.0,0.0,3.0
1240,31.0,1.0,3.5
1241,31.0,2.0,3.5
1242,31.0,3.0,3.5
1243,31.0,4.0,3.0
1244,31.0,6.0,2.9
1245,31.0,7.0,2.5
1246,31.0,8.0,3.5
1247,31.0,9.0,4.0
1248,31.0,10.0,3.5
1249,31.0,11.0,4.0
1250,31.0,12.0,4.0
1251,31.0,13.0,3.0
1252,31.0,14.0,3.0
1253,31.0,15.0,3.5
1254,31.0,17.0,3.9
1255,31.0,18.0,2.75
1256,31.0,19.0,3.4
1257,31.0,20.0,2.75
1258,31.0,21.0,3.75
1259,31.0,22.0,3.65
1260,31.0,23.0,3.0
1261,31.0,24.0,3.75
1262,31.0,25.0,3.9
1263,31.0,26.0,2.95
1264,31.0,27.0,2.9
1265,31.0,28.0,2.5
1266,31.0,29.0,2.75
1267,31.0,30.0,2.95
1268,31.0,31.0,2.65
1269,31.0,32.0,3.0
1270,31.0,33.0,3.5
1271,31.0,34.0,2.55
1272,31.0,35.0,2.75
1273,31.0,36.0,2.8
1274,31.0,37.0,3.25
1275,31.0,38.0,2.65
1276,31.0,39.0,3.05
1277,31.0,40.0,3.5
1278,31.0,41.0,2.55
